Security Name,Symbol,Shares,Weight(%),52 Wk Change(%)
Asymchem Labora,2821,"22,100",0.01,NA
LIC Housing Fin,LICHSGFIN,"550,472",0.01,NA
Hengli Petroche,600346,"409,800",0.01,NA
RTL Group SA,RRTL,"68,363",0.01,NA
China Life Insu,2823,"3,971,998",0.01,NA
Topsports Inter,6110,"3,321,209",0.01,NA
GS Retail Co. L,7070,"53,663",0.01,NA
Shanghai Jinqia,900911,"771,989",0.01,NA
Luenmei Quantum,600167,"152,800",0.01,NA
Sansteel Mingua,2110,"312,100",0.01,NA
New Oriental Ed,9901,"38,840",0.01,NA
Indraprastha Ga,IGL,"650,831",0.01,NA
Hithink RoyalFl,300033,"68,666",0.01,NA
Zhejiang Crysta,2273,"174,796",0.01,NA
BAIC Motor Corp,1958,"4,088,436",0.01,NA
Qingdao TGOOD E,300001,"137,700",0.01,NA
Hangzhou First ,603806,"66,340",0.01,NA
Whirlpool of In,WHIRLPOOL,"54,960",0.01,NA
Bank of the Phi,BPI,"3,288,588",0.01,NA
KOC Holding AS,KCHOL.E,"1,593,227",0.01,NA
EDP - Energias ,ENBR3,"473,769",0.01,NA
ZhongAn Online ,6060,"626,096",0.01,NA
Daiichikosho Co,7458,"69,533",0.01,NA
Thai Union Grou,TU-F,"5,098,563",0.01,NA
Aozora Bank Ltd,8304,"213,574",0.01,NA
Shenzhen SC New,300724,"41,000",0.01,NA
Lintec Corp,7966,"89,795",0.01,NA
China Communica,552,"4,417,205",0.01,NA
Joyoung Co. Ltd,2242,"95,700",0.01,NA
Habib Bank Ltd,HBL,"1,334,725",0.01,NA
Shanxi Lu'an En,601699,"375,050",0.01,NA
Hyundai Marine ,1450,"113,848",0.01,NA
Caitong Securit,601108,"139,600",0.01,NA
Izumi Co. Ltd,8273,"73,328",0.01,NA
Hanmi Science C,8930,"26,625",0.01,NA
Daicel Corp,4202,"481,723",0.01,NA
Xiamen Tungsten,600549,"187,399",0.01,NA
Sinopec Shangha,600688,"338,000",0.01,NA
Israel Corp. Lt,ILCO,"5,893",0.01,NA
Mangalore Refin,MRPL,"358,803",0.01,NA
China South Pub,601098,"230,100",0.01,NA
Turk Hava Yolla,THYAO.E,"1,039,895",0.01,NA
Qatar Gas Trans,QGTS,"5,098,664",0.01,NA
Suzhou Gold Man,2081,"307,900",0.01,NA
J Front Retaili,3086,"457,856",0.01,NA
Jiangsu Linyang,601222,"219,800",0.01,NA
Guangzhou Kingm,603882,"60,600",0.01,NA
Empresas CMPC S,CMPC,"2,251,918",0.01,NA
Ovctek China In,300595,"107,520",0.01,NA
Humanwell Healt,600079,"205,100",0.01,NA
Engie Brasil En,EGIE3,"323,610",0.01,NA
Gigadevice Semi,603986,"89,971",0.01,NA
Hanjin Kal Corp,180640,"39,196",0.01,NA
OC Oerlikon Cor,OERL,"343,054",0.01,NA
Cia Siderurgica,CSNA3,"621,180",0.01,NA
ElSewedy Electr,SWDY,"1,436,275",0.01,NA
Nanjing King-Fr,603707,"99,021",0.01,NA
KakaoBank Corp,323410,"1,976",0.01,NA
Gruma SAB de CV,GRUMAB,"385,286",0.01,NA
Rostelecom PJSC,RTKM,"1,223,758",0.01,NA
Hangzhou Robam ,2508,"122,700",0.01,NA
Skyworth Digita,810,"92,200",0.01,NA
Godrej Properti,GODREJPROP,"163,560",0.01,NA
Polyus PJSC,PLZL,"12,028",0.01,NA
Luxi Chemical G,830,"238,800",0.01,NA
Bashneft PJSC,BANEP,"37,751",0.01,NA
LB Group Co. Lt,2601,"305,000",0.01,NA
Sinotrans Ltd,601598,"502,200",0.01,NA
Qualicorp Consu,QUAL3,"326,732",0.01,NA
Maruwa Unyu Kik,9090,"71,100",0.01,NA
QL Resources Bh,QL,"2,053,100",0.01,NA
Corp Financiera,CORFICOLCF,"21,640",0.01,NA
Shandong Pharma,600529,"78,800",0.01,NA
ASMedia Technol,5269,"73,000",0.01,NA
Zoomlion Heavy ,157,"1,298,700",0.01,NA
Gotion High-tec,2074,"163,900",0.01,NA
Toyo Seikan Gro,5901,"271,938",0.01,NA
Promotora y Ope,PINFRA,"447,407",0.01,NA
Deutsche Luftha,LHA,"554,607",0.01,NA
CSG Holding Co,12,"30,500",0.01,NA
Tofas Turk Otom,TOASO.E,"218,952",0.01,NA
Yango Group Co,671,"522,797",0.01,NA
Linea Directa A,LDA,"1,304,743",0.01,NA
Xiamen Meiya Pi,300188,"101,500",0.01,NA
Aeon Mall Co. L,8905,"219,272",0.01,NA
Turkcell Iletis,TCELL.E,"2,166,694",0.01,NA
HOCHTIEF AG,HOT,"36,378",0.01,0.00
PCCW Ltd,8,"7,761,776",0.01,NA
IJM Corp. Bhd,IJM,"5,897,740",0.01,NA
Seibu Holdings ,9024,"390,608",0.01,NA
Varun Beverages,VBL,"249,825",0.01,NA
LianChuang Elec,2036,"142,610",0.01,NA
Beijing Enterpr,392,"968,088",0.01,NA
IOI Properties ,IOIPG,"3,387,500",0.01,NA
Jiumaojiu Inter,9922,"1,146,000",0.01,NA
Dali Foods Grou,3799,"3,837,757",0.01,NA
China Nonferrou,758,"275,400",0.01,NA
Bosch Ltd,BOSCHLTD,"16,099",0.01,NA
Far Eastern Int,2845,"3,767,820",0.01,NA
LG Household & ,51905,"4,280",0.01,NA
LG Chem Ltd,51915,"14,347",0.01,NA
Azul SA,AZUL4,"511,526",0.01,NA
NWS Holdings Lt,659,"2,565,079",0.01,NA
Sarana Menara N,TOWR,"47,442,500",0.01,0.00
Alpek SAB de CV,ALPEKA,"672,231",0.01,NA
Anadolu Efes Bi,AEFES.E,"350,145",0.01,NA
Dallah Healthca,4004,"68,233",0.01,NA
Liaoning Cheng ,600739,"193,200",0.01,NA
NHPC Ltd,NHPC,"4,547,046",0.01,NA
Betta Pharmaceu,300558,"21,800",0.01,NA
OBIC Business C,4733,"50,791",0.01,NA
PRADA SPA,1913,"947,435",0.01,NA
China Coal Ener,1898,"4,530,041",0.01,NA
Nihon Unisys Lt,8056,"119,893",0.01,NA
Hotel Shilla Co,8770,"55,989",0.01,NA
Faurecia SE,EO,"27,154",0.01,NA
CRRC Corp. Ltd,601766,"3,174,600",0.01,NA
Beijing Jetsen ,300182,"473,700",0.01,NA
Guizhou Panjian,600395,"246,400",0.01,NA
China Railway G,601390,"2,432,818",0.01,NA
MMG Ltd,1208,"4,671,627",0.01,NA
Air Arabia PJSC,AIRARABIA,"4,243,690",0.01,NA
M.Video PJSC,MVID,"79,232",0.01,NA
Sun Art Retail ,6808,"2,977,000",0.01,NA
ORG Technology ,2701,"296,500",0.01,NA
Huazhu Group Lt,1179,"41,120",0.01,NA
Cosmo Energy Ho,5021,"119,639",0.01,NA
Jilin Aodong Ph,623,"148,600",0.01,NA
Svenska Cellulo,SCA,"5,004",0.01,NA
Cia Paranaense ,CPLE6,"1,234,700",0.01,NA
Cogna Educacao,COGN3,"3,361,881",0.01,NA
Chongqing Rural,601077,"496,000",0.01,NA
Sapporo Holding,2501,"113,119",0.01,NA
National Indust,2060,"616,328",0.01,NA
Shenzhen MTC Co,2429,"671,146",0.01,NA
Qatar Electrici,QEWS,"857,025",0.01,NA
Shandong Chenmi,488,"61,800",0.01,NA
Zhejiang Juhua ,600160,"346,949",0.01,NA
Zhongjin Gold C,600489,"619,850",0.01,NA
TUI AG,TUIl,"934,628",0.01,NA
Fattal Holdings,FTAL,"9,098",0.01,NA
Beijing Enlight,300251,"382,000",0.01,NA
Grupo Carso SAB,GCARSOA1,"824,945",0.01,NA
Greenland Holdi,600606,"908,954",0.01,NA
China Southern ,600029,"930,797",0.01,NA
THK Co. Ltd,6481,"212,921",0.01,NA
ALD SA,ALD,"149,338",0.01,0.00
Far East Horizo,3360,"4,136,301",0.01,NA
Ship Healthcare,3360,"140,202",0.01,NA
Yamama Cement C,3020,"178,947",0.01,NA
Huaneng Power I,902,"8,800,226",0.01,NA
Xinyangfeng Agr,902,"156,400",0.01,NA
DGB Financial G,139130,"288,953",0.01,NA
Zhejiang Longsh,600352,"408,000",0.01,NA
Ginlong Technol,300763,"31,900",0.01,NA
Concentradora F,DANHOS13,"427,414",0.01,NA
Shandong Dengha,2041,"104,100",0.01,NA
Parque Arauco S,PARAUCO,"1,239,205",0.01,NA
Taiwan High Spe,2633,"3,881,000",0.01,NA
Acom Co. Ltd,8572,"680,617",0.01,NA
COSCO SHIPPING ,601919,"1,422,080",0.01,NA
Lepu Medical Te,300003,"228,200",0.01,NA
StarHub Ltd,CC3,"972,097",0.01,NA
Luye Pharma Gro,2186,"3,162,461",0.01,NA
Doha Bank QPSC,DHBK,"2,785,438",0.01,NA
BBMG Corp,2009,"4,261,085",0.01,NA
Dalmia Bharat L,DALBHARAT,"142,747",0.01,NA
NET One Systems,7518,"157,456",0.01,NA
Astral Ltd,ASTRAL,"165,398",0.01,NA
Shennan Circuit,2916,"21,938",0.01,NA
Embassy Office ,EMBASSY,"960,007",0.01,NA
Mitsubishi Moto,7211,"1,155,164",0.01,NA
Weichai Power C,338,"735,988",0.01,NA
Sinopec Shangha,338,"7,260,940",0.01,NA
RHB Bank Bhd,RHBBANK,"2,896,200",0.01,NA
Banco Inter SA,BIDI4,"1,747,395",0.01,NA
Banco Santander,BSMXB,"1,037,125",0.01,NA
First Internati,FIBI,"97,062",0.01,NA
LT Group Inc,LTG,"5,394,616",0.01,NA
Tatneft PJSC,TATNP,"151,173",0.01,NA
Siam City Cemen,SCCC-F,"177,239",0.01,NA
Deppon Logistic,603056,"73,700",0.01,NA
Metalurgica Ger,GOAU4,"1,333,000",0.01,NA
Aselsan Elektro,ASELS.E,"1,173,888",0.01,NA
Kingfa Sci & Te,600143,"358,300",0.01,NA
Sinopec Enginee,2386,"2,768,188",0.01,NA
Bangkok Life As,BLA-R,"83,800",0.01,NA
Tokuyama Corp,4043,"129,882",0.01,NA
Oil & Gas Devel,OGDC,"1,091,603",0.01,NA
Adaro Energy Tb,ADRO,"23,474,263",0.01,0.00
Juneyao Airline,603885,"100,266",0.01,NA
Sul America SA,SULA11,"751,212",0.01,NA
China World Tra,600007,"93,200",0.01,NA
Bradespar SA,BRAP4,"508,500",0.01,NA
Yaoko Co. Ltd,8279,"38,401",0.01,NA
Southwest Secur,600369,"893,700",0.01,NA
SIMPAR SA,SIMH3,"395,200",0.01,NA
Chinalin Securi,2945,"53,000",0.01,NA
Grifols SA,GRF.P,"292,833",0.01,NA
Cie Plastic Omn,POM,"101,050",0.01,0.00
Shandong Gold M,1787,"211,866",0.01,NA
Nanya Technolog,2408,"1,621,600",0.01,NA
Grupo Financier,GFINBURO,"3,854,203",0.01,NA
Surgutneftegas ,SGGD,"1,031,634",0.01,NA
United Developm,UDCD,"3,232,226",0.01,NA
Shochiku Co. Lt,9601,"17,796",0.01,NA
Intouch Holding,INTUCH-R,"366,800",0.01,NA
Polskie Gornict,PGN,"3,242,665",0.01,NA
ProSiebenSat.1 ,PSM,"287,019",0.01,0.00
Hanwha Corp,00088K,"36,056",0.01,NA
Zhongshan Broad,2249,"203,400",0.01,NA
Guizhou Xinbang,2390,"219,600",0.01,NA
JSW Energy Ltd,JSWENERGY,"712,761",0.01,NA
Shanghai Friend,688188,"11,592",0.01,NA
Yunnan Tin Co. ,960,"221,500",0.01,NA
Saudia Dairy & ,2270,"28,269",0.01,NA
Eve Energy Co. ,300014,"247,364",0.01,NA
Blue Moon Group,6993,"1,530,000",0.01,NA
Kinden Corp,1944,"235,440",0.01,NA
Cathay Pacific ,293,"1,799,730",0.01,NA
Huabao Internat,336,"1,578,849",0.01,NA
Talanx AG,TLX,"98,740",0.01,NA
Alliance Bank M,ABMB,"1,902,000",0.01,NA
Suzhou Anjie Te,2635,"77,100",0.01,NA
AECC Aero-Engin,738,"92,500",0.01,NA
Shenzhen Infoge,300085,"175,188",0.01,NA
Global Power Sy,GPSC-F,"1,297,152",0.01,NA
Yue Yuen Indust,551,"1,308,824",0.01,NA
Guangdong Golde,712,"136,800",0.01,NA
GlaxoSmithKline,GLAXO,"78,928",0.01,NA
San Miguel Corp,SMC,"683,885",0.01,NA
China Internati,2039,"972,517",0.01,NA
Sichuan Languan,600466,"324,100",0.01,NA
Bumrungrad Hosp,BH-F,"650,405",0.01,NA
Jiangsu Zhongna,961,"511,300",0.01,NA
Guangdong South,300770,"29,300",0.01,NA
Americanas SA,AMER3,"784,776",0.01,NA
IR Japan Holdin,6035,"15,900",0.01,NA
Oberoi Realty L,OBEROIRLTY,"217,960",0.01,NA
Huafon Chemical,2064,"441,700",0.01,NA
Shenzhen Kinwon,603228,"39,340",0.01,NA
Uni-President C,220,"2,110,604",0.01,NA
Ipca Laboratori,IPCALAB,"126,413",0.01,NA
CJ Logistics Co,120,"15,917",0.01,NA
Shanghai Indust,363,"888,512",0.01,NA
IDFC First Bank,IDFCFIRSTB,"5,633,287",0.01,NA
Hangzhou Oxygen,2430,"64,700",0.01,NA
Central China S,601375,"316,700",0.01,NA
Ningbo Zhoushan,601018,"1,203,000",0.01,NA
Container Corp,CONCOR,"511,944",0.01,NA
Guangshen Railw,525,"3,076,100",0.01,NA
ROSSETI PJSC,RSTI,"54,338,896",0.01,0.00
House Foods Gro,2810,"135,082",0.01,NA
China Merchants,1979,"933,396",0.01,NA
NavInfo Co. Ltd,2405,"306,196",0.01,NA
Heilongjiang Ag,600598,"231,300",0.01,NA
Poly Developmen,600048,"1,576,895",0.01,NA
Muthoot Finance,MUTHOOTFIN,"178,631",0.01,NA
Datang Internat,601991,"882,200",0.01,NA
TMBThanachart B,TTB-F,"82,352,296",0.01,NA
Sistema PJSFC,AFKS,"1,475,900",0.01,NA
CRRC Corp. Ltd,1766,"7,504,000",0.01,NA
Grupo Mateus SA,GMAT3,"724,600",0.01,NA
Qinhuangdao Por,601326,"298,000",0.01,NA
CTP NV,CTPNV,"113,512",0.01,NA
Samsung Fire & ,815,"6,579",0.01,NA
Eurobank Ergasi,EUROB,"4,785,957",0.01,NA
Shanghai Lujiaz,900932,"2,253,034",0.01,NA
ADAMA Ltd,553,"134,900",0.01,NA
Menicon Co. Ltd,7780,"91,600",0.01,NA
Dongfeng Motor ,489,"5,340,643",0.01,NA
Intco Medical T,300677,"69,675",0.01,NA
Kiwi Property G,KPG,"2,902,346",0.01,NA
Bank of China L,601988,"6,171,023",0.01,NA
Sino-Ocean Grou,3377,"5,192,904",0.01,NA
Neoenergia SA,NEOE3,"408,400",0.01,NA
Telesites SAB d,SITESB-1,"2,284,944",0.01,NA
Guotai Junan In,1788,"4,476,212",0.01,NA
METRO AG,B4B,"243,769",0.01,NA
Huabao Flavours,300741,"29,400",0.01,NA
Sichuan Kelun P,2422,"188,690",0.01,NA
CITIC Securitie,600030,"1,179,821",0.01,NA
NSFOCUS Technol,300369,"128,395",0.01,NA
Bancolombia SA,PFBCOLOM,"11,063",0.01,NA
Jiangsu Eastern,301,"426,000",0.01,NA
Shanghai Dazhon,600635,"339,500",0.01,NA
Chongqing Chang,200625,"2,547,511",0.01,NA
Joincare Pharma,600380,"254,400",0.01,NA
Rongsheng Petro,2493,"391,350",0.01,NA
Enel Americas S,ENELAM,"17,568,281",0.01,NA
Shenzhen Sunway,300136,"125,300",0.01,NA
Telekom Austria,TKA,"249,495",0.01,NA
Thai Oil PCL,TOP-F,"1,769,679",0.01,NA
Shanghai Intern,600009,"244,400",0.01,NA
Tianshui Huatia,2185,"370,900",0.01,NA
DMG Mori Co. Lt,6141,"192,165",0.01,NA
Zhejiang Jingsh,300316,"174,100",0.01,NA
Ariake Japan Co,2815,"32,634",0.01,NA
Chugoku Electri,9504,"560,729",0.01,NA
Huadian Power I,600027,"630,800",0.01,NA
Anhui Xinhua Me,601801,"222,000",0.01,NA
China Jinmao Ho,817,"11,959,706",0.01,NA
Guangzhou Autom,601238,"318,530",0.01,NA
Shanghai Yuyuan,600655,"504,600",0.01,NA
AIB Group plc,A5G,"1,444,236",0.01,NA
China Galaxy Se,601881,"282,300",0.01,NA
Flat Glass Grou,6865,"807,649",0.01,NA
Trent Ltd,TRENT,"338,012",0.01,NA
Dana Gas PJSC,DANA,"7,534,924",0.01,NA
Rosneft Oil Co,ROSN,"412,710",0.01,NA
Qingdao Rural C,2958,"342,000",0.01,NA
As One Corp,7476,"22,228",0.01,NA
Beijing Ultrapo,300002,"254,000",0.01,NA
Fujian Sunner D,2299,"160,100",0.01,NA
Shijiazhuang Ch,158,"174,300",0.01,NA
SDIC Power Hold,600886,"901,900",0.01,NA
Puregold Price ,PGOLD,"1,786,292",0.01,NA
Electricity Gen,EGCO-F,"560,079",0.01,NA
Xuji Electric C,400,"132,500",0.01,NA
Fu Jian Anjoy F,603345,"27,400",0.01,NA
Wynn Macau Ltd,1128,"2,706,120",0.01,NA
XCMG Constructi,425,"992,300",0.01,NA
Minth Group Ltd,425,"1,307,714",0.01,NA
Youngor Group C,600177,"655,000",0.01,NA
Shanghai Jinqia,600639,"37,660",0.01,NA
Carabao Group P,CBG-F,"662,177",0.01,NA
China Pacific I,601601,"656,000",0.01,NA
Cia Energetica ,CESP6,"344,200",0.01,NA
Autobio Diagnos,603658,"27,300",0.01,NA
Dong-E-E-Jiao C,423,"86,100",0.01,NA
Justsystems Cor,4686,"68,537",0.01,NA
Shanghai Indust,600748,"204,300",0.01,NA
Spring Airlines,601021,"93,543",0.01,NA
Bupa Arabia for,8210,"106,676",0.01,NA
SCG Packaging P,SCGP,"2,297,400",0.01,NA
Huaan Securitie,600909,"416,260",0.01,NA
Malaysia Airpor,AIRPORT,"1,665,700",0.01,NA
Zhejiang Runtu ,2440,"137,405",0.01,NA
China Internati,39,"103,560",0.01,NA
Hachijuni Bank ,8359,"843,977",0.01,NA
Tata Communicat,TATACOMM,"208,966",0.01,NA
ENN Natural Gas,600803,"342,400",0.01,NA
CSC Financial C,601066,"210,338",0.01,NA
Sinoma Internat,600970,"239,600",0.01,NA
TS Tech Co. Ltd,7313,"182,636",0.01,NA
Dexco SA,DXCO3,"511,200",0.01,NA
Nippon Accommod,3226,862,0.01,NA
GEM Co. Ltd,2340,"602,998",0.01,NA
Beijing Jingnen,579,"2,936,579",0.01,NA
Mitsubishi Shok,7451,"24,011",0.01,NA
Zhejiang China ,600415,"693,300",0.01,NA
Shenzhen Expres,548,"1,369,782",0.01,NA
China Everbrigh,601818,"4,566,226",0.01,NA
Vitesco Technol,VTSC,"40,702",0.01,NA
Shinsegae Inc,4170,"12,903",0.01,NA
AVI Ltd,AVI,"594,120",0.01,NA
Industrias Peno,PE&OLES,"235,066",0.01,NA
Wing Tai Holdin,W05,"633,998",0.01,NA
Do-Fluoride New,2407,"96,600",0.01,NA
Posco Internati,47050,"91,633",0.01,NA
Energisa SA,ENGI11,"464,724",0.01,NA
Egypt Kuwait Ho,EKHOA,"1,636,113",0.01,NA
LOTTE Fine Chem,4000,"31,847",0.01,NA
Resorttrust Inc,4681,"122,599",0.01,NA
U-Ming Marine T,2606,"809,000",0.01,NA
Bank of Guiyang,601997,"483,100",0.01,NA
Shanghai RAAS B,2252,"751,200",0.01,NA
Sawai Group Hol,4887,"71,502",0.01,NA
Olam Internatio,O32,"1,367,913",0.01,NA
Guangzhou Wondf,300482,"52,060",0.01,NA
Shandong Hi-spe,600350,"308,600",0.01,NA
Amorepacific Co,90435,"13,997",0.01,NA
Guosen Securiti,2736,"693,581",0.01,NA
BB Seguridade P,BBSE3,"1,250,260",0.01,NA
Helixmith Co. L,84990,"52,977",0.01,NA
Shimao Group Ho,813,"2,664,246",0.01,NA
Hanon Systems,18880,"299,901",0.01,NA
Sinopec Oilfiel,1033,"5,410,803",0.01,NA
Kobe Bussan Co,3038,"81,888",0.01,NA
Hangzhou Silan ,600460,"174,300",0.01,NA
Moneta Money Ba,MONET,"654,416",0.01,NA
Bajaj Holdings ,BAJAJHLDNG,"50,915",0.01,NA
Transcend Infor,2451,"561,455",0.01,NA
Koninklijke Vop,VPK,"119,638",0.01,NA
Beijing Roboroc,688169,"7,237",0.01,NA
Beijing Shiji I,2153,"288,454",0.01,NA
Empresa Naciona,ENTEL,"248,092",0.01,NA
Telkom SA SOC L,TKG,"520,871",0.01,NA
Hengyi Petroche,703,"458,400",0.01,NA
Shimao Services,873,"1,424,000",0.01,NA
Emaar Malls PJS,EMAARMALLS,"3,735,923",0.01,NA
Ecovacs Robotic,603486,"73,100",0.01,NA
Barito Pacific ,BRPT,"45,990,700",0.01,NA
Shaanxi Interna,563,"446,000",0.01,NA
Advanced Petroc,2330,"196,794",0.01,NA
Financial Stree,402,"319,790",0.01,NA
Turkiye Is Bank,ISCTR.E,"2,705,586",0.01,NA
Zhejiang Dahua ,2236,"377,700",0.01,NA
Kenedix Office ,8972,702,0.01,NA
Shanxi Coking C,983,"536,920",0.01,NA
Bengang Steel P,761,"60,500",0.01,NA
Guotai Junan Se,2611,"3,220,131",0.01,NA
Nippon Shokubai,4114,"59,700",0.01,NA
State Bank of I,SBIN,"586,853",0.01,NA
Shandong Chenmi,200488,"1,407,350",0.01,NA
Nanjing Securit,601990,"429,500",0.01,NA
Zhejiang Hailia,2203,"193,600",0.01,NA
Nien Made Enter,8464,"255,000",0.01,NA
Great Wall Moto,601633,"374,680",0.01,NA
Wuxi Shangji Au,603185,"32,300",0.01,NA
Zhejiang Expres,576,"2,687,007",0.01,NA
Shenzhen Kangta,300601,"89,764",0.01,NA
Kyowa Exeo Corp,1951,"188,819",0.01,NA
Jinxin Fertilit,1951,"2,719,161",0.01,NA
China Merchants,1965,"275,373",0.01,NA
Banco Santander,BSANTANDER,"25,843,539",0.01,NA
Bank of Qingdao,2948,"167,600",0.01,NA
Enlight Renewab,ENLT,"1,674,014",0.01,NA
Offshore Oil En,600583,"576,900",0.01,NA
Magyar Telekom ,MTELEKOM,"694,052",0.01,NA
Shenzhen Hepali,2399,"112,000",0.01,NA
Anhui Gujing Di,200596,"242,939",0.01,NA
DMCI Holdings I,DMC,"7,714,378",0.01,NA
Hubei Jumpcan P,600566,"36,000",0.01,NA
Juewei Food Co,603517,"34,894",0.01,NA
DKSH Holding AG,DKSH,"66,264",0.01,NA
Mivne Real Esta,MVNE,"1,287,793",0.01,NA
Koza Altin Isle,KOZAL.E,"84,344",0.01,NA
Fancl Corp,4921,"126,247",0.01,NA
STO Express Co,2468,"282,099",0.01,NA
MR DIY Group M ,MRDIY,"1,829,300",0.01,NA
Cia Energetica ,CMIG3,"503,415",0.01,NA
Balkrishna Indu,BALKRISIND,"150,227",0.01,NA
Guangzhou Tinci,2709,"124,610",0.01,NA
Shenzhen Jinjia,2191,"140,500",0.01,NA
Changjiang Secu,783,"706,986",0.01,NA
Walvax Biotechn,300142,"204,200",0.01,NA
Gubre Fabrikala,GUBRF.E,"146,594",0.01,NA
Shapir Engineer,SPEN,"197,753",0.01,NA
NEC Networks & ,1973,"125,156",0.01,NA
Ningxia Baofeng,600989,"332,500",0.01,NA
YTL Corp. Bhd,YTL,"8,426,924",0.01,NA
Zoomlion Heavy ,1157,"2,207,515",0.01,NA
GS Holdings Cor,78930,"95,711",0.01,NA
WuXi AppTec Co,2359,"207,398",0.01,NA
Kaishan Group C,300257,"146,144",0.01,NA
SJM Holdings Lt,880,"3,460,915",0.01,NA
Hanwha Corp,880,"80,694",0.01,NA
Fuyo General Le,8424,"35,134",0.01,NA
Suofeiya Home C,2572,"83,100",0.01,NA
Zhengzhou Coal ,601717,"192,900",0.01,NA
Vinda Internati,3331,"469,842",0.01,NA
Jiangsu Yuyue M,2223,"129,800",0.01,NA
Harvey Norman H,HVN,"1,107,537",0.01,NA
Western Securit,2673,"602,994",0.01,NA
Samsung SDI Co,6405,"2,021",0.01,NA
Shandong Himile,2595,"118,174",0.01,NA
Sichuan Express,107,"589,242",0.01,NA
Central China S,1375,"2,126,621",0.01,NA
Fuji Oil Holdin,2607,"85,774",0.01,NA
Offcn Education,2607,"277,400",0.01,NA
Shanghai Pharma,2607,"1,601,819",0.01,NA
Legend Holdings,3396,"989,579",0.01,NA
Haitong Securit,600837,"1,419,926",0.01,NA
United Brewerie,UBL,"127,180",0.01,NA
NH Investment &,5940,"248,978",0.01,NA
CCR SA,CCRO3,"2,071,033",0.01,NA
Oceanwide Holdi,46,"493,700",0.01,NA
Inner Mongolia ,600887,"839,600",0.01,NA
Vantage Towers ,VTWR,"125,809",0.01,NA
Sankyu Inc,9065,"92,925",0.01,NA
Kimberly-Clark ,KIMBERA,"1,544,226",0.01,NA
Zhejiang Huahai,600521,"186,920",0.01,NA
China Greatwall,66,"379,300",0.01,NA
China Everbrigh,6818,"6,920,063",0.01,NA
Western Superco,688122,"56,622",0.01,NA
Anhui Expresswa,995,"1,022,728",0.01,NA
Sumitomo Rubber,5110,"332,743",0.01,NA
Yantai Eddie Pr,603638,"107,240",0.01,NA
Montage Technol,688008,"148,279",0.01,NA
Punjab National,PNB,"2,030,911",0.01,NA
Aeroflot PJSC,AFLT,"1,875,381",0.01,NA
Guosheng Financ,2670,"244,600",0.01,NA
ABC-Mart Inc,2670,"45,121",0.01,NA
Toyota Boshoku ,3116,"110,265",0.01,NA
National Petroc,2002,"224,620",0.01,NA
Japan Airport T,9706,"99,483",0.01,NA
Suzhou Maxwell ,300751,"13,240",0.01,NA
Shanying Intern,600567,"647,200",0.01,NA
Tower Bersama I,TBIG,"18,286,225",0.01,NA
First Capital S,2797,"509,800",0.01,NA
Nanjing Hanrui ,300618,"40,600",0.01,NA
BOE Technology ,200725,"4,982,237",0.01,NA
Qatar Internati,QIIK,"1,388,909",0.01,NA
Remegen Co. Ltd,9995,"160,000",0.01,NA
ZTE Corp,63,"500,779",0.01,NA
De' Longhi SPA,DLG,"131,935",0.01,NA
Etablissements ,COLR,"98,628",0.01,NA
Shanghai Waigao,900912,"465,271",0.01,NA
Aluminum Corp. ,601600,"1,450,100",0.01,NA
TUI AG,TUI1,"432,752",0.01,NA
KEPCO Plant Ser,51600,"40,103",0.01,NA
Just Eat Takeaw,JETl,"48,678",0.01,NA
Nifco Inc./Japa,7988,"152,279",0.01,NA
Torrent Power L,TORNTPOWER,"399,972",0.01,NA
Jizhong Energy ,937,"461,603",0.01,NA
CMST Developmen,600787,"379,200",0.01,NA
Proya Cosmetics,603605,"20,100",0.01,NA
British America,BAT,"310,300",0.01,NA
Turkiye Garanti,GARAN.E,"3,930,189",0.01,NA
JTEKT Corp,6473,"418,264",0.01,NA
Indofood CBP Su,ICBP,"4,138,884",0.01,NA
Mani Inc,7730,"112,938",0.01,NA
IRB Brasil Ress,IRBR3,"2,070,819",0.01,NA
Haitian Interna,1882,"1,061,947",0.01,NA
Kerry Logistics,636,"1,102,965",0.01,NA
Zhejiang Medici,600216,"131,900",0.01,NA
NMC Health plc,NMC,"140,418",0.01,NA
Flat Glass Grou,601865,"101,100",0.01,NA
Guangdong Xinba,2705,"114,200",0.01,NA
Qassim Cement C,3040,"85,482",0.01,NA
United Electron,4003,"52,211",0.01,NA
Wanxiang Qianch,559,"430,533",0.01,NA
Shanghai AJ Gro,600643,"161,633",0.01,NA
Winner Medical ,300888,"10,200",0.01,NA
Keboda Technolo,603786,"24,000",0.01,NA
COSCO SHIPPING ,600026,"536,400",0.01,NA
China Tradition,570,"4,479,306",0.01,NA
Shanghai Electr,2727,"5,249,404",0.01,NA
Yixintang Pharm,2727,"71,700",0.01,NA
Songcheng Perfo,300144,"342,320",0.01,NA
New China Life ,601336,"205,000",0.01,NA
Hino Motors Ltd,7205,"501,202",0.01,NA
Angang Steel Co,347,"2,658,568",0.01,NA
NetLink NBN Tru,CJLU,"5,470,216",0.01,NA
Sinoma Science ,2080,"217,100",0.01,NA
Leroy Seafood G,LSG,"475,527",0.01,0.00
Zhejiang Hisoar,2099,"225,000",0.01,NA
Transfar Zhilia,2010,"144,000",0.01,NA
Taiheiyo Cement,5233,"219,446",0.01,NA
